step,agents,prey,births,deaths,kills,energy_mean,energy_max,activity_mean,alive_edges_mean,generation_max,size_mean,speed_mean,force_mean,radius_mean,armor_mean,sense_mean
100,42,42,0,13,10,33.65340169817799,72.44176898408571,0.5861131889479501,0.4330660835762877,0,1.0598762457907913,1.0044155957120458,0.9611538416148017,1.1092260295820984,0.39977512137175936,0.9361273388707266
200,18,39,0,37,16,26.435981246422113,68.29140764770476,0.5783590426047643,0.4188633786848073,0,1.0812418351979747,0.8729175486021128,0.9683257353350343,1.2133777994733719,0.4004017073242697,0.8952820259447185
300,12,37,0,47,17,26.613447830225777,59.41886030275072,0.5864592989285787,0.4080569727891157,0,1.0648825934619,0.865426776507758,1.0508798209155363,1.1729747761147016,0.38297021472117226,0.9067102705605379
