task,model,step,train_loss,train_ce,expected_cost,entropy_loss,val_loss,val_acc,best_val_acc,best_step,params,grad_norm,sec,w_graph,w_order,w_key,router_entropy,acc_program,w_graph_program,w_order_program,w_key_program,order_abs,key_entropy
program,always_typed,180,0.38455429673194885,0.38455429673194885,0.0,0.0,0.35573824495077133,0.81640625,0.81640625,180,57066,0.6161271333694458,43.15700101852417,0.288979709148407,0.3380219638347626,0.37299829721450806,1.0,0.81640625,0.288979709148407,0.3380219638347626,0.37299829721450806,,
program,cost_router,180,0.39879199862480164,0.3637568950653076,0.3499515652656555,0.003994285594671965,0.42576780170202255,0.80078125,0.80078125,180,61322,0.2426064908504486,43.45650124549866,0.00028809596551582217,0.00018372145132161677,0.999528169631958,0.003975437022745609,0.80078125,0.0002846874704118818,0.00018179643666371703,0.999533474445343,0.40692177414894104,0.9914655089378357
