task,model,step,train_loss,train_ce,expected_cost,entropy_loss,val_loss,val_acc,best_val_acc,best_step,params,grad_norm,sec,w_graph,w_order,w_key,router_entropy,acc_program,w_graph_program,w_order_program,w_key_program,order_abs,key_entropy
program,always_typed,180,0.38455429673194885,0.38455429673194885,0.0,0.0,0.35573824495077133,0.81640625,0.81640625,180,57066,0.6161271333694458,44.3869686126709,0.288979709148407,0.3380219638347626,0.37299829721450806,1.0,0.81640625,0.288979709148407,0.3380219638347626,0.37299829721450806,,
program,cost_router,180,0.3826114237308502,0.3589142858982086,0.3853127360343933,0.44315144419670105,0.420877605676651,0.8173828125,0.8173828125,180,61322,0.3546155095100403,44.17370796203613,0.0028936259914189577,0.18638554215431213,0.8107208013534546,0.45098650455474854,0.8173828125,0.0029185975436121225,0.18714019656181335,0.8099411725997925,0.40692177414894104,0.9928780794143677
