task,model,step,train_loss,train_ce,expected_cost,entropy_loss,target_loss,global_usage_loss,val_loss,val_acc,best_val_acc,best_step,params,grad_norm,sec,w_graph,w_order,w_key,router_entropy,order_abs,key_entropy,acc_route,w_graph_route,w_order_route,w_key_route,acc_order,w_graph_order,w_order_order,w_key_order,acc_kv,w_graph_kv,w_order_kv,w_key_kv,acc_program,w_graph_program,w_order_program,w_key_program
mixed,budget_topk,1,0.7340261936187744,0.7103527188301086,0.33378705382347107,0.6271056532859802,0.16936162114143372,0.0078328438103199,0.731537789106369,0.484375,0.484375,1,61322,2.2748260498046875,0.9534752368927002,0.1177535131573677,0.43961289525032043,0.44263362884521484,0.6237485408782959,0.3884482979774475,0.9999679923057556,0.390625,0.0,0.5547900199890137,0.44520998001098633,0.5,0.2930537760257721,0.48593053221702576,0.22101569175720215,0.53125,0.139159694314003,0.3083028197288513,0.5525375604629517,0.515625,0.09874862432479858,0.3294815421104431,0.5717698335647583
mixed,budget_topk,2,0.7997048497200012,0.7764759063720703,0.39084672927856445,0.5856430530548096,0.15305940806865692,0.005977442022413015,0.7128397226333618,0.45703125,0.484375,1,61322,3.0597500801086426,1.324211597442627,0.08992050588130951,0.45608073472976685,0.4539988040924072,0.6191527247428894,0.38582417368888855,0.9999657869338989,0.3125,0.0,0.5767865777015686,0.4232134521007538,0.390625,0.30762553215026855,0.5097621083259583,0.1826123595237732,0.578125,0.0318109504878521,0.3946620225906372,0.5735269784927368,0.546875,0.03152972087264061,0.3645954728126526,0.6038748025894165
mixed,budget_topk,3,0.7803791761398315,0.760342538356781,0.3911839425563812,0.5653204321861267,0.11495920270681381,0.004738645628094673,0.703531488776207,0.4609375,0.484375,1,61322,0.7231513857841492,1.7121832370758057,0.05738072097301483,0.4838962256908417,0.4587230682373047,0.6136151552200317,0.38230520486831665,0.9999672174453735,0.296875,0.0,0.5981406569480896,0.4018594026565552,0.46875,0.22925886511802673,0.551101803779602,0.21963933110237122,0.515625,0.0,0.41951626539230347,0.5804837942123413,0.5625,0.010911599732935429,0.3605300784111023,0.6285583972930908
