task,model,step,train_loss,train_ce,expected_cost,entropy_loss,target_loss,global_usage_loss,val_loss,val_acc,best_val_acc,best_step,params,grad_norm,sec,w_graph,w_order,w_key,router_entropy,order_abs,key_entropy,acc_route,w_graph_route,w_order_route,w_key_route,acc_order,w_graph_order,w_order_order,w_key_order,acc_kv,w_graph_kv,w_order_kv,w_key_kv,acc_program,w_graph_program,w_order_program,w_key_program
mixed,budget_topk,3,0.7803791761398315,0.760342538356781,0.3911839425563812,0.5653204321861267,0.11495920270681381,0.004738645628094673,0.703531488776207,0.4609375,0.484375,1,61322,0.7231513857841492,1.7121832370758057,0.05738072097301483,0.4838962256908417,0.4587230682373047,0.6136151552200317,0.38230520486831665,0.9999672174453735,0.296875,0.0,0.5981406569480896,0.4018594026565552,0.46875,0.22925886511802673,0.551101803779602,0.21963933110237122,0.515625,0.0,0.41951626539230347,0.5804837942123413,0.5625,0.010911599732935429,0.3605300784111023,0.6285583972930908
