step,loss,loss_policy,loss_shared,loss_adapter,loss_task,loss_contrast,reg_shared,reg_adapter,balance_loss,task_entropy,channel_entropy,connection_cost,survival_weight_mean,hunger_mean,death_events,reward_mean,energy_mean,energy_max,food_alive,births,deaths,contact_events,transfer_mean,drain_mean,shape_speed,shape_tool,shape_guard,shape_sense,wave_mean,bend_mean,speed_mean,stretch_error,segments,alive_edges,edge_density,struct_changed,adapter_abs,state_abs,p_forage,p_avoid,p_pair,p_rest,w_graph,w_order,w_key,order_abs,key_entropy,sec
1,0.31691470742225647,0.2498546838760376,0.18507754802703857,0.18507754802703857,1.3045436143875122,-0.0,0.0009874646784737706,0.0009874646784737706,0.0,1.3801772594451904,1.0959856510162354,0.49926257133483887,1.3068181276321411,0.20454543828964233,0,-0.006743651814758778,69.93256378173828,74.56591796875,31,0,0,4,0.038516733795404434,0.038516733795404434,0.24627253413200378,0.2070848047733307,0.29478058218955994,0.2518620789051056,0.5093879699707031,0.11201833933591843,0.5771099328994751,9.456339284952264e-06,7,683,0.16939484126984128,0,0.016194742172956467,0.05008918419480324,0.27145928144454956,0.20641951262950897,0.27455925941467285,0.24756193161010742,0.3677646517753601,0.3153776228427887,0.3168576955795288,0.0,0.9999431371688843,0.6679651737213135
20,0.08607234805822372,0.07140783965587616,0.05289469286799431,0.05289469286799431,0.14391334354877472,0.00012167232489446178,0.00068478292087093,0.00068478292087093,0.30247142910957336,2.596619196992833e-05,1.0899465084075928,0.4908501207828522,1.332038402557373,0.22135889530181885,0,-0.008622738532721996,68.43418884277344,75.96531677246094,30,0,0,3,0.017847640439867973,0.017847638577222824,0.11028973758220673,0.42868635058403015,0.11734699457883835,0.34367692470550537,0.16408756375312805,0.28882649540901184,0.17663371562957764,9.099021553993225e-06,7,683,0.16939484126984128,0,0.02631928026676178,0.4057750701904297,0.9999983310699463,1.4579690343907714e-07,1.5544059124295018e-06,6.861218793119406e-08,0.3857850432395935,0.2787610590457916,0.33545389771461487,0.06973351538181305,0.980354905128479,3.781381607055664
40,0.08577480167150497,0.07445890456438065,0.055154744535684586,0.055154744535684586,0.0876583531498909,0.08287179470062256,0.0006770991603843868,0.0006770991603843868,0.15252409875392914,0.15945665538311005,1.090740442276001,0.48180320858955383,1.3640788793563843,0.24271923303604126,0,-0.009484633803367615,66.54585266113281,74.23129272460938,31,0,0,6,0.05166224017739296,0.05166224390268326,0.1176309585571289,0.4091435670852661,0.15574097633361816,0.3174845278263092,0.21246814727783203,0.31793126463890076,0.22939977049827576,9.828558177105151e-06,7,683,0.16939484126984128,0,0.035986825823783875,0.4565293490886688,0.9698866605758667,0.02124348096549511,0.005033938679844141,0.0038358778692781925,0.3855035901069641,0.2831612229347229,0.3313351571559906,0.07107245177030563,0.9942717552185059,7.0409979820251465
60,0.08693509548902512,0.07268627732992172,0.053841687738895416,0.053841687738895416,0.17517630755901337,0.10282859951257706,0.0006658825441263616,0.0006658825441263616,0.051650382578372955,0.3227328062057495,1.0895917415618896,0.47274917364120483,1.392341136932373,0.2615608274936676,0,-0.008690166287124157,64.89574432373047,73.49798583984375,30,0,0,3,0.02273230254650116,0.02273230254650116,0.10481177270412445,0.39620691537857056,0.15758396685123444,0.34139740467071533,0.20304645597934723,0.29659950733184814,0.2048588991165161,8.859051376930438e-06,7,683,0.16939484126984128,0,0.041831523180007935,0.46355971693992615,0.9167675375938416,0.07370757311582565,0.005334517452865839,0.004190442152321339,0.38817495107650757,0.2787347435951233,0.33309027552604675,0.056744229048490524,0.9925727248191833,10.30804991722107
80,0.08792228996753693,0.07421135902404785,0.05497137829661369,0.05497137829661369,0.16196385025978088,0.10923267900943756,0.0006748027517460287,0.0006748027517460287,0.048025328665971756,0.3308531939983368,1.0891942977905273,0.46382343769073486,1.4214297533035278,0.28095316886901855,0,-0.00856719072908163,63.19044494628906,73.13475799560547,30,0,0,3,0.021508853882551193,0.021508853882551193,0.10265866667032242,0.4195046126842499,0.14622095227241516,0.33161577582359314,0.20923949778079987,0.17287515103816986,0.215891033411026,9.49638615566073e-06,7,683,0.16939484126984128,0,0.04739416763186455,0.46574199199676514,0.9035811424255371,0.09381750226020813,0.0015703007811680436,0.0010310921352356672,0.3893911838531494,0.2775726914405823,0.3330361247062683,0.04740317538380623,0.9922478795051575,13.82977843284607
