task,model,step,train_loss,train_ce,expected_cost,entropy_loss,val_loss,val_acc,best_val_acc,best_step,params,grad_norm,sec,w_graph,w_order,w_key,router_entropy,acc_program,w_graph_program,w_order_program,w_key_program,order_abs,key_entropy
program,always_typed,180,0.38455429673194885,0.38455429673194885,0.0,0.0,0.35573824495077133,0.81640625,0.81640625,180,57066,0.6161271333694458,44.04035973548889,0.288979709148407,0.3380219638347626,0.37299829721450806,1.0,0.81640625,0.288979709148407,0.3380219638347626,0.37299829721450806,,
program,cost_router,180,0.33991941809654236,0.32645726203918457,0.40140724182128906,0.5434015989303589,0.39310064911842346,0.8212890625,0.8212890625,180,61322,0.250524640083313,44.59136247634888,0.0035710257943719625,0.25739118456840515,0.739037811756134,0.5381040573120117,0.8212890625,0.0035764724016189575,0.2570047378540039,0.7394187450408936,0.40692177414894104,0.9956137537956238
